;;#;team;#;#;#;#;#;#;#dmg;#;#;#;#;#;#;#;#;#;#hits;#;#;#;#;#;#;#;#;#;npow1;#npow1;#_tsca;_gro;npow2;#npow2;#_tsca;_gro;npow3;#npow3;#_tsca;_gro;npow4;#npow4;#_tsca;_gro;npow5;#npow5;#_tsca;_gro;#powB;mpow1;#mpow1;#_tsca;_gro;mpow2;#mpow2;#_tsca;_gro;mpow3;#mpow3;#_tsca;_gro;mpow4;#mpow4;#_tsca;_gro;mpow5;#mpow5;#_tsca;_gro;#atB;tim1;#tim1;#_tsca;_gro;tim2;#tim2;#_tsca;_gro;tim3;#tim3;#_tsca;_gro;tim4;#tim4;#_tsca;_gro;tim5;#tim5;#_tsca;_gro;tim2;#tim2;_gro;are;#are;_gro;aicd;#aicd;_gro;min_a;#min_a;_gro;max_a;#max_a;_gro;rng;#rng;_gro;dis;#dis;_gro;aim;#aim;_gro;dur;#dur;_gro;#vlcB;vlc1;#vlc1;#_tsca;_gro;vlc2;#vlc2;#_tsca;_gro;vlc3;#vlc3;#_tsca;_gro;vlc4;#vlc4;#_tsca;_gro;vlc5;#vlc5;#_tsca;_gro;kbk;#kbk;_gro;pnc;#pnc;_gro;bnc;#bnc;_gro;cnt;#cnt;_gro;ang;#ang;_gro;chg;#chg;_gro;col;#col;_gro;rct;#rct;_gro;int;#int;_gro;aipr;#aipr;_gro;st1;#st1;_gro;st2;#st2;_gro;st3;#st3;_gro;tap;#tap;#_gro;Stat Scaling;;;;;;;;;;;;;;;#;ability_type;a1p1;a1p1v1;a1p2;a1p2v1;a1p3;a1p3v1;a1p4;a1p4v1;a1p5;a1p5v1;a1p6;a1p6v1;a1p7;a1p7v1;a1_status;a1_status_val;eol;warning;flash;#base_subtype
;DragonFireSor_Breath;;enemy;melee;0;1;01melee;melee01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;2.016;1.76;0;0.15;1.94;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;1.74;1.53;0;0.14;;;;4.2;5.88;0.4;0;;0.7;0;;0;3.6;3.6;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;1;x;x;x;1;x;x;x;x;0.36;melee;prefab;Entities/Summons/DragonFire/DragonBreathOfFire_Fab;distance;0;yoffset;0;;;;;;;;;status;burning;0;Entities/Monsters/_Shared/Warn_Melee_Breath_Fab;TRUE;SorFireDragon
;DragonFire_Breath;;enemy;melee;0;1;01melee;melee01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;2.016;1.76;0;0.15;1.94;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;1.74;1.53;0;0.14;;;;3;4.2;0.4;0;;0.7;0;;0;3.6;3.6;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;1;x;x;x;1;x;x;x;x;0.36;melee;prefab;Entities/Summons/DragonFire/DragonBreathOfFire_Fab;distance;0;yoffset;0;;;;;;;;;status;burning;0;Entities/Monsters/_Shared/Warn_Melee_Breath_Fab;TRUE;
;DragonFrost_Breath;;enemy;melee;0;1;01melee;melee01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;2.016;1.76;0;0.15;1.94;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;1.74;1.53;0;0.14;;;;3;4.2;0.4;0;;0.7;0;;0;3.6;3.6;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;1;x;x;x;1;x;x;x;x;0.36;melee;prefab;Entities/Summons/DragonFire/DragonFrost/DragonBreathOfFrost_Fab;distance;0;yoffset;0;;;;;;;;;status;frozen;0;Entities/Monsters/_Shared/Warn_Melee_Breath_Fab;TRUE;
;DragonDark_Breath;;enemy;melee;0;1;01melee;melee01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;2.016;1.76;0;0.15;1.94;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;1.74;1.53;0;0.14;;;;3;4.2;0.4;0;;0.7;0;;0;3.6;3.6;0;0;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;1;x;x;x;1;x;x;x;x;0.36;melee;prefab;Entities/Summons/DragonFire/DragonDark/DragonBreathOfDark_Fab;distance;0;yoffset;0;;;;;;;;;status;doomed;0;Entities/Monsters/_Shared/Warn_Melee_Breath_Fab;TRUE;
;WolfWar_Slash;;enemy;melee;0;1;01melee;melee01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;1.752;1.54;0;0.14;1.68;1.49;0;0.13;1.62;1.43;0;0.13;1.56;1.38;0;0.13;1.51;1.34;0;0.13;;;;0.9;1.26;0.4;0;;0.7;0;;0;1;1;0;0.72;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;0;0;0;1;4;1;x;x;x;x;1;x;x;x;x;0.3;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/BiteSteel_Fab;distance;0.72;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;WarWolf
;WolfFrost_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.752;1.54;0;0.14;1.68;1.49;0;0.13;1.62;1.43;0;0.13;1.56;1.38;0;0.13;1.51;1.34;0;0.13;;;;0.9;1.26;0.4;0;;0.7;0;;0;1;1;0;0.72;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.3;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/BiteFrost_Fab;distance;0.72;yoffset;0;;;;;;;;;status;chilled;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;
;CrystalDeer_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;2.088;1.82;0;0.15;2.01;1.75;0;0.15;1.94;1.69;0;0.15;1.87;1.64;0;0.14;1.8;1.58;0;0.14;;;;0.9;1.26;0.4;0;;0.7;0;;0;1;1;0;0.72;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.3;melee;prefab;Entities/Summons/Wolf/WolfFrost/WolfFrostSlash_Fab;distance;0.72;yoffset;0;;;;;;;;;status;chilled;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;
;LightningCaracal_Slash1;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.824;1.6;0;0.14;1.75;1.54;0;0.14;1.69;1.5;0;0.13;1.63;1.44;0;0.13;1.57;1.39;0;0.13;;;;0.9;1.26;0.4;0;;0.7;0;;0;1;1;0;0.72;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.3;melee;prefab;Entities/Summons/LightningCaracal/LightningCaracalSlash1_Fab;distance;0.72;yoffset;0;anim_index;0;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;LightningCaracal_Slash2;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.824;1.6;0;0.14;1.75;1.54;0;0.14;1.69;1.5;0;0.13;1.63;1.44;0;0.13;1.57;1.39;0;0.13;;;;0.9;1.26;0.4;0;;0.7;0;;0;1;1;0;0.72;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.3;melee;prefab;Entities/Summons/LightningCaracal/LightningCaracalSlash2_Fab;distance;0.72;yoffset;0;anim_index;1;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;LightningCaracal_DashSlash;;enemy;mon_dash;0;1;01mon_dash;mon_dash01;;3.7;7.2;6.2;12.6;8.7;17.6;23;44.8;39;72;13.5;6.9;16.1;7.9;23;11.4;15.2;7.8;12.8;6.9;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;4;8;0;1;7.2;14;0;1;11;22;0;1;32;64;0;1;60;120;0;1;;1.848;1.62;0;0.14;1.78;1.56;0;0.14;1.71;1.5;0;0.14;1.65;1.46;0;0.13;1.59;1.41;0;0.13;;;;;;;3.6;2.12;0.7;0;;0;4;4;0;;;;5.8;7.2;0.24;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.54;mon_dash;;;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;ThunderBird_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.4;2.7;2.3;4.9;3.3;6.7;8.6;16.8;15;27.6;35.7;18.5;43.5;20.4;60.6;29.9;40.7;20.8;33.3;18.1;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;1.5;3;0;1;2.7;5.4;0;1;4.2;8.4;0;1;12;24;0;1;23;46;0;1;;2.16;1.86;0;0.16;2.08;1.81;0;0.15;2;1.74;0;0.15;1.93;1.68;0;0.15;1.86;1.63;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.54;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;StoneGolem_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;4.2;5.88;0.4;0.98;0.58;0.7;0;;0;2;2;0;0.3;0.3;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.68;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slam_Fab;distance;0.3;yoffset;0;;;;;;;;;status;stunned;0;Entities/Monsters/_Shared/Warn_Melee_Circle_Fab;TRUE;
;StoneSoldier_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.896;1.65;0;0.15;1.83;1.61;0;0.14;1.76;1.54;0;0.14;1.7;1.49;0;0.14;1.64;1.45;0;0.13;;;;1.6;2.24;0.4;0;;0.7;0;;0;1.45;1.45;0;1.11;1.1;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.56;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slam_Fab;distance;1.11;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;
;WaterElemental_Slash;;enemy;melee;0;1;01melee;melee01;;2.8;5.4;4.6;9.9;6.6;13.6;17.3;33.6;29.3;54;17.9;9.3;21.7;10.1;30.3;14.7;20.2;10.4;17.1;9.3;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;3;6;0;1;5.4;11;0;1;8.4;17;0;1;24;48;0;1;45;90;0;1;;1.92;1.67;0;0.15;1.85;1.62;0;0.14;1.78;1.56;0;0.14;1.71;1.5;0;0.14;1.66;1.47;0;0.13;;;;0.9;1.26;0.4;0;;0.7;0;;0;1.1;1.1;0;0.82;0.8;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.4;melee;prefab;Entities/Summons/Wolf/WolfFrost/WolfFrostSlash_Fab;distance;0.82;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Trapezoid_Fab;TRUE;
;Arbiter_Attach;charges up an attach towards a mob then vlc towards it. While flying in attachment has 1.0 barrier (cant be gethit). thrown 300 rng from attacked direction / random if none. After detach Wisp_Attach starts its cooldown. Tries to maintain XtoY distance from player planetary orbiting around u. Its natural movement has noise;enemy;mon_attach;0;1;01mon_attach;mon_attach01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.903104;1.65;0;0.15;1.83;1.61;0;0.14;1.76;1.54;0;0.14;1.7;1.49;0;0.14;1.64;1.45;0;0.13;;;;;;;6;3.53;0.7;0;;0;8;8;0;2;2;0;;;;;;;;;;;8;9.7;0;0.21;8.5;10.2;0;0.2;9;10.7;0;0.19;9.4;11.1;0;0.18;9.9;11.6;0;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;x;x;1;x;x;1;1;x;x;1;x;x;x;x;x;0.4;mon_attach;passive;ForestSpirit_Attached;invul;TRUE;;;;;;;;;;;;;0;;FALSE;
;SwordJustice_Slash;;enemy;melee;0;1;01melee;melee01;;1.1;2.2;1.9;4;2.7;5.4;6.9;13.3;11.7;21.6;45.5;22.7;52.6;25;74.1;37;50.7;26.3;42.7;23.1;1.2;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.16666666666667;2.4;0;1;2.2;4.4;0;1;3.4;6.8;0;1;9.6;19;0;1;18;36;0;1;;1.92;1.67;0;0.15;1.85;1.62;0;0.14;1.78;1.56;0;0.14;1.71;1.5;0;0.14;1.66;1.47;0;0.13;;;;0.8;1.12;0.4;0;;0.7;0;;0;1;1;0;0.74;0.7;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.34;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashHoly_Fab;distance;0.74;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;ParrotGreen_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;poisoned;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotBlack_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;feared;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotBlue_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;chilled;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotPink_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;weakened;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotRed_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;ruptured;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotWhite_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;smite;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;ParrotYellow_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.8;3.4;2.9;6.1;4.2;8.8;10.8;21;18.9;34.8;27.8;14.7;34.5;16.4;47.6;22.7;32.4;16.7;26.5;14.4;1.9;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;1.86666666666667;3.8;0;1;3.4;6.8;0;1;5.3;11;0;1;15;30;0;1;29;58;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;burning;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
;RavenWhite_PointCast;;enemy;point_cast;0;1;01point_cast;point_cast01;;1.3;2.5;2.2;4.5;3.1;6.2;7.9;15.4;13.7;25.2;38.5;20;45.5;22.2;64.5;32.3;44.3;22.7;36.5;19.8;1.4;2.8;0;1;2.5;5;0;1;3.9;7.8;0;1;11;22;0;1;21;42;0;1;;1.43333333333333;2.8;0;1;2.5;5;0;1;3.9;7.8;0;1;11;22;0;1;21;42;0;1;;2.184;1.88;0;0.16;2.1;1.81;0;0.16;2.02;1.76;0;0.15;1.95;1.7;0;0.15;1.88;1.65;0;0.14;;;;0.24;0.34;0.4;0;;0.7;0;;0;0.7;0.7;0;8;8;0;;;;300;300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.2;point_cast;prefab;Entities/Summons/_Shared/PointCast_Fab;;;;;;;;;;;;;status;doomed;0;Entities/Monsters/_Shared/Warn_PointCast_Fab;TRUE;
