n/a;code;t;#isboss;#cnt;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#;;#;;#;;#;#;;#;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#
;CatLightning;4;Minion;1.4;0;0;0;Rng;0;Nuk;0;0;0;0;0;;;;;2;4%;;;2;10%;;;;;;;;;;;;;;;2;4%;;;2;12.5%;;;;;;;;;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;;;;;;;;;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Curser;4;Minion;3.6;0;0;0;Rng;0;0;Con;Dis;0;0;0;;;;;2;4%;;;;;2;8.3%;2;25%;;;;;;;;;;;2;4%;;;;;2;10%;2;25%;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;2;8.3%;2;25%;;;;;;;;;;;2;7.7%;2;25%;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;25%;1;25%;1;25%;1;33.3%;1;25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Efreet;4;Minion;9.1;0;0;Ini;0;DPS;0;0;0;0;Mob;0;3;25%;2;9.1%;3;33.3%;3;25%;3;33.3%;3;25%;3;25%;3;25%;2;9.1%;3;25%;3;33.3%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;2;10%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;1;6.7%;3;33.3%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;2;9.1%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;2;7.7%;2;7.7%;1;7.7%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EfreetShadow;4;Minion;2.5;0;0;Ini;0;0;0;Con;0;0;Mob;0;;;2;9.1%;;;;;;;2;8.3%;;;;;2;9.1%;;;;;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;;;;;2;20%;;;;;2;25%;;;;;;;;;2;8.3%;;;;;2;9.1%;;;;;;;2;7.7%;;;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Insect;4;Minion;2.4;0;0;0;Rng;0;Nuk;0;0;0;Mob;0;;;;;2;4%;;;2;10%;;;;;;;2;9.1%;;;;;;;2;4%;;;2;12.5%;;;;;;;2;50%;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;;;;;;;2;9.1%;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;InsectChannel;4;Minion;4.3;0;0;0;Rng;0;Nuk;0;0;0;Mob;Acc;;;;;2;4%;;;2;10%;;;;;;;2;9.1%;2;20%;;;;;2;4%;;;2;12.5%;;;;;;;2;50%;2;20%;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;2;20%;1;4%;;;2;8.3%;;;;;;;2;9.1%;2;20%;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;2;20%;1;8.3%;;;;;;;;;2;20%;;;;;;;2;9.1%;2;20%;;;;;;;2;20%;;;2;7.7%;2;7.7%;1;7.7%;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Jackal;4;Minion;3.4;0;Tan;Ini;0;0;Nuk;0;0;0;Mob;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;;;2;8.3%;;;;;;;2;25%;;;;;;;2;8.3%;;;;;;;2;9.1%;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;JackalShadow;4;Minion;4.1;0;Tan;Ini;0;0;Nuk;Con;0;0;Mob;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;;;2;8.3%;2;20%;;;;;2;25%;;;;;;;2;8.3%;2;8.3%;;;;;2;9.1%;;;;;1;8.3%;2;7.7%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MagicSword;4;Minion;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomSand;4;Minion;12.3;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;3;25%;3;33.3%;3;33.3%;3;25%;2;10%;3;25%;3;25%;3;25%;2;9.1%;3;25%;3;33.3%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;3;50%;2;8.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;50%;2;8.3%;3;50%;3;50%;3;50%;3;50%;3;50%;3;100%;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;2;7.7%;2;7.7%;1;7.7%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomSandShadow;4;Minion;3.1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;;;;;;;2;10%;2;8.3%;;;;;2;9.1%;;;;;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;;;2;8.3%;2;20%;;;;;2;25%;;;;;;;2;8.3%;2;8.3%;;;;;2;9.1%;;;;;1;8.3%;2;7.7%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RockElemental;4;Minion;8;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;2;10%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;1;6.7%;3;33.3%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;16.7%;3;16.7%;3;20%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;RockElementalOnyx;4;Minion;2.8;0;Tan;Ini;0;0;0;Con;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;;;;;2;20%;;;;;;;;;;;;;;;2;8.3%;;;;;;;;;;;;;2;7.7%;;;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSand;4;Minion;27.7;Hor;0;0;0;0;0;0;0;0;0;0;3;25%;3;33.3%;3;33.3%;3;25%;3;33.3%;3;25%;3;25%;3;25%;3;50%;3;25%;2;20%;3;50%;3;100%;3;100%;3;50%;3;50%;3;50%;3;50%;3;50%;3;50%;2;20%;3;14.3%;3;50%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;2;20%;3;50%;3;33.3%;3;50%;3;50%;3;50%;3;50%;3;50%;2;50%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;2;20%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;2;25%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;2;20%;3;12.5%;3;12.5%;3;12.5%;2;20%;3;16.7%;3;16.7%;2;20%;3;12.5%;2;20%;1;20%;;;;;;;;;;;;;;;;1;100%;1;100%;1;100%;1;100%;1;100%;1;100%;1;100%;1;100%;1;100%;;;;;
;SkeletonSandBurrow;4;Minion;3.5;Hor;0;0;0;DPS;0;Con;0;0;0;0;;;;;;;;;;;2;8.3%;;;;;;;;;2;20%;;;;;2;12.5%;;;2;10%;;;;;;;;;2;20%;;;2;10%;;;2;20%;;;;;;;;;2;20%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;2;7.7%;;;;;;;;;2;20%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;2;20%;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSandFire;4;Minion;2.8;Hor;0;0;0;DPS;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;2;20%;;;;;2;12.5%;;;;;;;;;;;;;2;20%;;;2;10%;;;;;;;;;;;;;2;20%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;2;20%;;;;;;;;;;;2;25%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;2;20%;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSandShadow;4;Minion;2.8;Hor;0;0;0;DPS;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;2;20%;;;;;2;12.5%;;;;;;;;;;;;;2;20%;;;2;10%;;;;;;;;;;;;;2;20%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;2;20%;;;;;;;;;;;2;25%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;2;20%;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSandTrash1;4;Minion;0;Hor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSandTrash2;4;Minion;0;Hor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SkeletonSandWarrior;4;Minion;2.6;Hor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;2;20%;;;;;;;;;;;;;;;;;;;2;20%;;;;;;;;;;;;;;;;;2;20%;;;;;;;;;;;;;;;2;50%;;;;;;;;;;;;;2;20%;;;;;;;;;;;2;25%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;2;20%;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sorceror;4;Minion;3;0;0;0;Rng;DPS;0;0;0;0;0;Acc;;;;;2;4%;;;;;;;;;;;;;2;20%;;;;;2;4%;2;12.5%;;;;;;;;;;;2;20%;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;2;20%;1;4%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;2;20%;1;6.7%;;;;;;;;;;;2;20%;;;;;;;;;;;2;20%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;;;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SorcerorChanneler;4;Minion;2.4;0;0;0;Rng;0;0;0;0;0;0;Acc;;;;;2;4%;;;;;;;;;;;;;2;20%;;;;;2;4%;;;;;;;;;;;;;2;20%;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;2;20%;1;4%;;;;;;;;;;;;;2;20%;;;;;;;;;;;;;2;20%;;;;;;;;;;;2;20%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;;;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SorcerorCurser;4;Minion;4.9;0;0;0;Rng;0;0;0;Dis;0;0;Acc;;;;;2;4%;;;;;;;2;25%;;;;;2;20%;;;;;2;4%;;;;;;;2;25%;;;;;2;20%;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;2;20%;1;4%;;;;;;;2;25%;;;;;2;20%;;;;;;;2;25%;;;;;2;20%;;;;;2;50%;;;;;2;20%;;;1;25%;1;25%;1;25%;2;20%;1;25%;;;;;2;20%;;;;;;;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SorcerorSummoner;4;Minion;2.4;0;0;0;Rng;0;0;0;0;0;0;Acc;;;;;2;4%;;;;;;;;;;;;;2;20%;;;;;2;4%;;;;;;;;;;;;;2;20%;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;2;20%;1;4%;;;;;;;;;;;;;2;20%;;;;;;;;;;;;;2;20%;;;;;;;;;;;2;20%;;;;;;;;;2;20%;;;;;;;2;20%;;;;;;;;;2;20%;1;20%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Zombie;4;Minion;7.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;2;10%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;16.7%;3;16.7%;3;20%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZombieExplode;4;Minion;7.7;0;Tan;Ini;0;DPS;0;Con;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;2;10%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;16.7%;3;16.7%;3;20%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZombieLifesteal;4;Minion;7.7;0;Tan;Ini;0;DPS;0;Con;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;3;14.3%;2;10%;3;16.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;16.7%;3;16.7%;3;20%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZombiePlague;4;Minion;2.6;0;Tan;Ini;0;DPS;0;Con;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;2;10%;;;;;;;;;;;;;;;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ZombiePoison;4;Minion;2.6;0;Tan;Ini;0;DPS;0;Con;0;0;0;0;1;11.1%;2;9.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;1;7.7%;;;2;10%;;;;;;;;;;;;;;;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandE;4;Elite;0.8;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;E1;3%;;;;;;;;;;;;;;;;;;;E1;2.4%;E1;3.6%;;;;;;;;;;;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;E1;4.3%;E1;2.8%;E1;3.6%;E1;3.8%;E1;4.3%;E1;2.7%;E1;4.3%;E1;4.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandFrostE;4;Elite;1.1;0;0;0;Rng;0;0;0;Dis;0;0;0;;;;;E1;3%;;;;;;;E1;4.8%;;;;;;;;;;;E1;2.4%;;;;;;;E1;3.8%;;;;;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;;;;;E1;3.8%;;;;;;;;;;;;;E1;5%;;;;;;;;;;;E1;5.6%;;;;;;;;;E1;12.5%;E1;12.5%;E1;3.7%;E1;11.1%;E1;5.9%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandLightningE;4;Elite;1;0;0;0;Rng;0;Nuk;0;0;0;0;0;;;;;E1;3%;;;E1;4.5%;;;;;;;;;;;;;;;E1;2.4%;;;E1;3.2%;;;;;;;;;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;E1;2.8%;;;;;;;;;;;;;E1;7.1%;E1;4.2%;E1;5%;E1;7.1%;E1;3.4%;E1;6.7%;E1;4.5%;;;;;;;;;;;E1;5.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandMultishotE;4;Elite;1;0;0;0;Rng;0;0;0;0;0;0;0;;;;;E1;3%;;;;;E1;4.3%;;;;;;;;;;;;;E1;2.4%;;;;;E1;3.4%;;;;;;;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;;;E1;3.6%;;;;;;;;;;;;;E1;4.2%;;;;;;;;;;;E1;8.3%;E1;5.6%;E1;8.3%;E1;8.3%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandPoisonE;4;Elite;0.9;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;E1;3%;;;E1;4.5%;;;;;;;;;;;;;;;E1;2.4%;;;E1;3.2%;;;;;;;;;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;E1;2.8%;;;;;;;;;;;;;E1;7.1%;E1;4.2%;E1;5%;E1;7.1%;E1;3.4%;E1;6.7%;E1;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;BomberMassE;4;Elite;1.1;0;0;0;Rng;0;Nuk;0;0;0;Mob;0;;;;;E1;3%;;;E1;4.5%;;;;;;;E1;3.2%;;;;;;;E1;2.4%;;;E1;3.2%;;;;;;;E1;3.1%;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;E1;2.8%;;;;;;;E1;2.7%;;;;;E1;7.1%;E1;4.2%;E1;5%;E1;7.1%;E1;3.4%;E1;6.7%;E1;4.5%;;;;;;;;;;;;;;;;;E1;3.7%;;;;;;;;;;;;;E1;4%;E1;3.8%;E1;3.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;BomberPoisonE;4;Elite;1.3;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;E1;3%;;;;;E1;4.3%;;;;;E1;3.2%;;;;;;;E1;2.4%;;;;;E1;3.4%;;;;;E1;3.1%;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;;;E1;3.6%;;;;;E1;2.7%;;;;;;;E1;4.2%;;;;;E1;3.4%;;;;;E1;8.3%;E1;5.6%;E1;8.3%;E1;8.3%;E1;7.7%;E1;5.3%;;;;;E1;3.7%;;;;;;;;;;;;;E1;4%;E1;3.8%;E1;3.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CatE;4;Elite;1.3;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;E1;3%;;;;;E1;4.3%;;;;;E1;3.2%;;;;;;;E1;2.4%;;;;;E1;3.4%;;;;;E1;3.1%;;;;;E1;5%;E1;2.7%;E1;4%;E1;4.2%;E1;4.2%;E1;5%;E1;2.9%;E1;5%;E1;3.4%;;;;;E1;3.6%;;;;;E1;2.7%;;;;;;;E1;4.2%;;;;;E1;3.4%;;;;;E1;8.3%;E1;5.6%;E1;8.3%;E1;8.3%;E1;7.7%;E1;5.3%;;;;;E1;3.7%;;;;;;;;;;;;;E1;4%;E1;3.8%;E1;3.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
